Statistic Label,Quarter,Area,UNIT,VALUE
Second Hand House Prices,1975Q3,Galway,Euro,
Second Hand House Prices,1975Q3,Limerick,Euro,
Second Hand House Prices,1975Q3,Waterford,Euro,
Second Hand House Prices,1975Q3,Other areas,Euro,
Second Hand House Prices,1975Q4,National,Euro,
Second Hand House Prices,1975Q4,Dublin,Euro,
Second Hand House Prices,1975Q4,Cork,Euro,
Second Hand House Prices,1975Q4,Galway,Euro,
Second Hand House Prices,1975Q4,Limerick,Euro,
Second Hand House Prices,1975Q4,Waterford,Euro,
Second Hand House Prices,1975Q4,Other areas,Euro,
Second Hand House Prices,1976Q1,National,Euro,
Second Hand House Prices,1976Q1,Dublin,Euro,
Second Hand House Prices,1976Q1,Cork,Euro,
Second Hand House Prices,1976Q1,Galway,Euro,
Second Hand House Prices,1976Q1,Limerick,Euro,
Second Hand House Prices,1976Q1,Waterford,Euro,
Second Hand House Prices,1976Q1,Other areas,Euro,
Second Hand House Prices,1976Q2,National,Euro,
Second Hand House Prices,1976Q2,Dublin,Euro,
Second Hand House Prices,1976Q2,Cork,Euro,
Second Hand House Prices,1976Q2,Galway,Euro,
Second Hand House Prices,1976Q2,Limerick,Euro,
Second Hand House Prices,1976Q2,Waterford,Euro,
Second Hand House Prices,1976Q2,Other areas,Euro,
Second Hand House Prices,1976Q3,National,Euro,
Second Hand House Prices,1976Q3,Dublin,Euro,
Second Hand House Prices,1976Q3,Cork,Euro,
Second Hand House Prices,1976Q3,Galway,Euro,
Second Hand House Prices,1976Q3,Limerick,Euro,
Second Hand House Prices,1976Q3,Waterford,Euro,
Second Hand House Prices,1976Q3,Other areas,Euro,
Second Hand House Prices,1976Q4,National,Euro,
Second Hand House Prices,1976Q4,Dublin,Euro,
Second Hand House Prices,1976Q4,Cork,Euro,
Second Hand House Prices,1976Q4,Galway,Euro,
Second Hand House Prices,1976Q4,Limerick,Euro,
Second Hand House Prices,1976Q4,Waterford,Euro,
Second Hand House Prices,1976Q4,Other areas,Euro,
Second Hand House Prices,1977Q1,National,Euro,
Second Hand House Prices,1977Q1,Dublin,Euro,
Second Hand House Prices,1977Q1,Cork,Euro,
Second Hand House Prices,1977Q1,Galway,Euro,
Second Hand House Prices,1977Q1,Limerick,Euro,
Second Hand House Prices,1977Q1,Waterford,Euro,
Second Hand House Prices,1977Q1,Other areas,Euro,
Second Hand House Prices,1977Q2,National,Euro,
Second Hand House Prices,1977Q2,Dublin,Euro,
Second Hand House Prices,1977Q2,Cork,Euro,
Second Hand House Prices,1977Q2,Galway,Euro,
Second Hand House Prices,1977Q2,Limerick,Euro,
Second Hand House Prices,1977Q2,Waterford,Euro,
Second Hand House Prices,1977Q2,Other areas,Euro,
Second Hand House Prices,1977Q3,National,Euro,
Second Hand House Prices,1977Q3,Dublin,Euro,
Second Hand House Prices,1977Q3,Cork,Euro,
Second Hand House Prices,1977Q3,Galway,Euro,
Second Hand House Prices,1977Q3,Limerick,Euro,
Second Hand House Prices,1977Q3,Waterford,Euro,
Second Hand House Prices,1977Q3,Other areas,Euro,
Second Hand House Prices,1977Q4,National,Euro,
Second Hand House Prices,1977Q4,Dublin,Euro,
Second Hand House Prices,1977Q4,Cork,Euro,
Second Hand House Prices,1977Q4,Galway,Euro,
Second Hand House Prices,1977Q4,Limerick,Euro,
Second Hand House Prices,1977Q4,Waterford,Euro,
Second Hand House Prices,1977Q4,Other areas,Euro,
Second Hand House Prices,1978Q1,National,Euro,19320
Second Hand House Prices,1978Q1,Dublin,Euro,19997
Second Hand House Prices,1978Q1,Cork,Euro,19371
Second Hand House Prices,1978Q1,Galway,Euro,26073
Second Hand House Prices,1978Q1,Limerick,Euro,18021
Second Hand House Prices,1978Q1,Waterford,Euro,18537
Second Hand House Prices,1978Q1,Other areas,Euro,17582
Second Hand House Prices,1978Q2,National,Euro,22257
Second Hand House Prices,1978Q2,Dublin,Euro,23151
Second Hand House Prices,1978Q2,Cork,Euro,21714
Second Hand House Prices,1978Q2,Galway,Euro,24399
Second Hand House Prices,1978Q2,Limerick,Euro,20294
Second Hand House Prices,1978Q2,Waterford,Euro,21055
Second Hand House Prices,1978Q2,Other areas,Euro,20478
Second Hand House Prices,1978Q3,National,Euro,23736
Second Hand House Prices,1978Q3,Dublin,Euro,25329
Second Hand House Prices,1978Q3,Cork,Euro,22187
Second Hand House Prices,1978Q3,Galway,Euro,29850
Second Hand House Prices,1978Q3,Limerick,Euro,22482
Second Hand House Prices,1978Q3,Waterford,Euro,21507
Second Hand House Prices,1978Q3,Other areas,Euro,20910
Second Hand House Prices,1978Q4,National,Euro,22920
Second Hand House Prices,1978Q4,Dublin,Euro,24190
Second Hand House Prices,1978Q4,Cork,Euro,22430
Second Hand House Prices,1978Q4,Galway,Euro,30530
Second Hand House Prices,1978Q4,Limerick,Euro,20036
Second Hand House Prices,1978Q4,Waterford,Euro,21481
Second Hand House Prices,1978Q4,Other areas,Euro,20491
Second Hand House Prices,1979Q1,National,Euro,24082
Second Hand House Prices,1979Q1,Dublin,Euro,26149
Second Hand House Prices,1979Q1,Cork,Euro,23555
Second Hand House Prices,1979Q1,Galway,Euro,30403
Second Hand House Prices,1979Q1,Limerick,Euro,22410
Second Hand House Prices,1979Q1,Waterford,Euro,19964
Second Hand House Prices,1979Q1,Other areas,Euro,20203
Second Hand House Prices,1979Q2,National,Euro,29099
Second Hand House Prices,1979Q2,Dublin,Euro,31912
Second Hand House Prices,1979Q2,Cork,Euro,28415
Second Hand House Prices,1979Q2,Galway,Euro,30184
Second Hand House Prices,1979Q2,Limerick,Euro,26168
Second Hand House Prices,1979Q2,Waterford,Euro,23838
Second Hand House Prices,1979Q2,Other areas,Euro,24585
Second Hand House Prices,1979Q3,National,Euro,28372
Second Hand House Prices,1979Q3,Dublin,Euro,30710
Second Hand House Prices,1979Q3,Cork,Euro,32517
Second Hand House Prices,1979Q3,Galway,Euro,28212
Second Hand House Prices,1979Q3,Limerick,Euro,28575
Second Hand House Prices,1979Q3,Waterford,Euro,22996
Second Hand House Prices,1979Q3,Other areas,Euro,24055
Second Hand House Prices,1979Q4,National,Euro,28641
Second Hand House Prices,1979Q4,Dublin,Euro,31589
Second Hand House Prices,1979Q4,Cork,Euro,27875
Second Hand House Prices,1979Q4,Galway,Euro,29537
Second Hand House Prices,1979Q4,Limerick,Euro,26091
Second Hand House Prices,1979Q4,Waterford,Euro,23437
Second Hand House Prices,1979Q4,Other areas,Euro,25420
Second Hand House Prices,1980Q1,National,Euro,29303
Second Hand House Prices,1980Q1,Dublin,Euro,31751
Second Hand House Prices,1980Q1,Cork,Euro,30764
Second Hand House Prices,1980Q1,Galway,Euro,31498
Second Hand House Prices,1980Q1,Limerick,Euro,27872
Second Hand House Prices,1980Q1,Waterford,Euro,20486
Second Hand House Prices,1980Q1,Other areas,Euro,25302
Second Hand House Prices,1980Q2,National,Euro,29986
Second Hand House Prices,1980Q2,Dublin,Euro,33685
Second Hand House Prices,1980Q2,Cork,Euro,28531
Second Hand House Prices,1980Q2,Galway,Euro,33474
Second Hand House Prices,1980Q2,Limerick,Euro,29400
Second Hand House Prices,1980Q2,Waterford,Euro,25942
Second Hand House Prices,1980Q2,Other areas,Euro,24961
Second Hand House Prices,1980Q3,National,Euro,31133
Second Hand House Prices,1980Q3,Dublin,Euro,35074
Second Hand House Prices,1980Q3,Cork,Euro,34501
Second Hand House Prices,1980Q3,Galway,Euro,32390
Second Hand House Prices,1980Q3,Limerick,Euro,29926
Second Hand House Prices,1980Q3,Waterford,Euro,29109
Second Hand House Prices,1980Q3,Other areas,Euro,25386
Second Hand House Prices,1980Q4,National,Euro,33177
Second Hand House Prices,1980Q4,Dublin,Euro,35875
Second Hand House Prices,1980Q4,Cork,Euro,36043
Second Hand House Prices,1980Q4,Galway,Euro,34223
Second Hand House Prices,1980Q4,Limerick,Euro,31241
Second Hand House Prices,1980Q4,Waterford,Euro,29195
Second Hand House Prices,1980Q4,Other areas,Euro,28384
Second Hand House Prices,1981Q1,National,Euro,34922
Second Hand House Prices,1981Q1,Dublin,Euro,38463
Second Hand House Prices,1981Q1,Cork,Euro,33864
Second Hand House Prices,1981Q1,Galway,Euro,38389
Second Hand House Prices,1981Q1,Limerick,Euro,33656
Second Hand House Prices,1981Q1,Waterford,Euro,29085
Second Hand House Prices,1981Q1,Other areas,Euro,29982
Second Hand House Prices,1981Q2,National,Euro,37234
Second Hand House Prices,1981Q2,Dublin,Euro,42614
Second Hand House Prices,1981Q2,Cork,Euro,35925
Second Hand House Prices,1981Q2,Galway,Euro,37690
Second Hand House Prices,1981Q2,Limerick,Euro,34246
Second Hand House Prices,1981Q2,Waterford,Euro,27073
Second Hand House Prices,1981Q2,Other areas,Euro,31407
Second Hand House Prices,1981Q3,National,Euro,40110
Second Hand House Prices,1981Q3,Dublin,Euro,45342
Second Hand House Prices,1981Q3,Cork,Euro,33992
Second Hand House Prices,1981Q3,Galway,Euro,41663
Second Hand House Prices,1981Q3,Limerick,Euro,38636
Second Hand House Prices,1981Q3,Waterford,Euro,32899
Second Hand House Prices,1981Q3,Other areas,Euro,34367
Second Hand House Prices,1981Q4,National,Euro,37775
Second Hand House Prices,1981Q4,Dublin,Euro,43062
Second Hand House Prices,1981Q4,Cork,Euro,35512
Second Hand House Prices,1981Q4,Galway,Euro,44653
Second Hand House Prices,1981Q4,Limerick,Euro,35466
Second Hand House Prices,1981Q4,Waterford,Euro,31175
Second Hand House Prices,1981Q4,Other areas,Euro,31608
Second Hand House Prices,1982Q1,National,Euro,39020
Second Hand House Prices,1982Q1,Dublin,Euro,44908
Second Hand House Prices,1982Q1,Cork,Euro,32067
Second Hand House Prices,1982Q1,Galway,Euro,38548
Second Hand House Prices,1982Q1,Limerick,Euro,36626
Second Hand House Prices,1982Q1,Waterford,Euro,33206
Second Hand House Prices,1982Q1,Other areas,Euro,34128
Second Hand House Prices,1982Q2,National,Euro,41674
Second Hand House Prices,1982Q2,Dublin,Euro,49059
Second Hand House Prices,1982Q2,Cork,Euro,41166
Second Hand House Prices,1982Q2,Galway,Euro,43999
Second Hand House Prices,1982Q2,Limerick,Euro,36248
Second Hand House Prices,1982Q2,Waterford,Euro,28071
Second Hand House Prices,1982Q2,Other areas,Euro,33756
Second Hand House Prices,1982Q3,National,Euro,39824
Second Hand House Prices,1982Q3,Dublin,Euro,45396
Second Hand House Prices,1982Q3,Cork,Euro,33544
Second Hand House Prices,1982Q3,Galway,Euro,46545
Second Hand House Prices,1982Q3,Limerick,Euro,39611
Second Hand House Prices,1982Q3,Waterford,Euro,33252
Second Hand House Prices,1982Q3,Other areas,Euro,33723
Second Hand House Prices,1982Q4,National,Euro,40332
Second Hand House Prices,1982Q4,Dublin,Euro,44504
Second Hand House Prices,1982Q4,Cork,Euro,36127
Second Hand House Prices,1982Q4,Galway,Euro,40919
Second Hand House Prices,1982Q4,Limerick,Euro,38176
Second Hand House Prices,1982Q4,Waterford,Euro,33790
Second Hand House Prices,1982Q4,Other areas,Euro,36403
Second Hand House Prices,1983Q1,National,Euro,39942
Second Hand House Prices,1983Q1,Dublin,Euro,44005
Second Hand House Prices,1983Q1,Cork,Euro,35816
Second Hand House Prices,1983Q1,Galway,Euro,38407
Second Hand House Prices,1983Q1,Limerick,Euro,38967
Second Hand House Prices,1983Q1,Waterford,Euro,34906
Second Hand House Prices,1983Q1,Other areas,Euro,35937
Second Hand House Prices,1983Q2,National,Euro,42445
Second Hand House Prices,1983Q2,Dublin,Euro,47121
Second Hand House Prices,1983Q2,Cork,Euro,35746
Second Hand House Prices,1983Q2,Galway,Euro,44415
Second Hand House Prices,1983Q2,Limerick,Euro,36794
Second Hand House Prices,1983Q2,Waterford,Euro,34768
Second Hand House Prices,1983Q2,Other areas,Euro,38463
Second Hand House Prices,1983Q3,National,Euro,45005
Second Hand House Prices,1983Q3,Dublin,Euro,50916
Second Hand House Prices,1983Q3,Cork,Euro,37746
Second Hand House Prices,1983Q3,Galway,Euro,43993
Second Hand House Prices,1983Q3,Limerick,Euro,41272
Second Hand House Prices,1983Q3,Waterford,Euro,33356
Second Hand House Prices,1983Q3,Other areas,Euro,40632
Second Hand House Prices,1983Q4,National,Euro,45896
Second Hand House Prices,1983Q4,Dublin,Euro,51278
Second Hand House Prices,1983Q4,Cork,Euro,37707
Second Hand House Prices,1983Q4,Galway,Euro,44758
Second Hand House Prices,1983Q4,Limerick,Euro,42157
Second Hand House Prices,1983Q4,Waterford,Euro,31705
Second Hand House Prices,1983Q4,Other areas,Euro,42793
Second Hand House Prices,1984Q1,National,Euro,45657
Second Hand House Prices,1984Q1,Dublin,Euro,50081
Second Hand House Prices,1984Q1,Cork,Euro,35242
Second Hand House Prices,1984Q1,Galway,Euro,49949
Second Hand House Prices,1984Q1,Limerick,Euro,41173
Second Hand House Prices,1984Q1,Waterford,Euro,34143
Second Hand House Prices,1984Q1,Other areas,Euro,41832
Second Hand House Prices,1984Q2,National,Euro,45703
Second Hand House Prices,1984Q2,Dublin,Euro,51236
Second Hand House Prices,1984Q2,Cork,Euro,37597
Second Hand House Prices,1984Q2,Galway,Euro,47503
Second Hand House Prices,1984Q2,Limerick,Euro,40621
Second Hand House Prices,1984Q2,Waterford,Euro,38719
Second Hand House Prices,1984Q2,Other areas,Euro,41180
Second Hand House Prices,1984Q3,National,Euro,45104
Second Hand House Prices,1984Q3,Dublin,Euro,51267
Second Hand House Prices,1984Q3,Cork,Euro,38373
Second Hand House Prices,1984Q3,Galway,Euro,44371
Second Hand House Prices,1984Q3,Limerick,Euro,43872
Second Hand House Prices,1984Q3,Waterford,Euro,40196
Second Hand House Prices,1984Q3,Other areas,Euro,39838
Second Hand House Prices,1984Q4,National,Euro,44235
Second Hand House Prices,1984Q4,Dublin,Euro,49436
Second Hand House Prices,1984Q4,Cork,Euro,36852
Second Hand House Prices,1984Q4,Galway,Euro,47627
Second Hand House Prices,1984Q4,Limerick,Euro,41923
Second Hand House Prices,1984Q4,Waterford,Euro,38573
Second Hand House Prices,1984Q4,Other areas,Euro,40882
Second Hand House Prices,1985Q1,National,Euro,44512
Second Hand House Prices,1985Q1,Dublin,Euro,50023
Second Hand House Prices,1985Q1,Cork,Euro,39268
Second Hand House Prices,1985Q1,Galway,Euro,44888
Second Hand House Prices,1985Q1,Limerick,Euro,40143
Second Hand House Prices,1985Q1,Waterford,Euro,37318
Second Hand House Prices,1985Q1,Other areas,Euro,40312
Second Hand House Prices,1985Q2,National,Euro,45791
Second Hand House Prices,1985Q2,Dublin,Euro,50345
Second Hand House Prices,1985Q2,Cork,Euro,39578
Second Hand House Prices,1985Q2,Galway,Euro,47633
Second Hand House Prices,1985Q2,Limerick,Euro,42799
Second Hand House Prices,1985Q2,Waterford,Euro,38878
Second Hand House Prices,1985Q2,Other areas,Euro,42202
Second Hand House Prices,1985Q3,National,Euro,46457
Second Hand House Prices,1985Q3,Dublin,Euro,51182
Second Hand House Prices,1985Q3,Cork,Euro,40395
Second Hand House Prices,1985Q3,Galway,Euro,50551
Second Hand House Prices,1985Q3,Limerick,Euro,42140
Second Hand House Prices,1985Q3,Waterford,Euro,41800
Second Hand House Prices,1985Q3,Other areas,Euro,42339
Second Hand House Prices,1985Q4,National,Euro,46070
Second Hand House Prices,1985Q4,Dublin,Euro,49830
Second Hand House Prices,1985Q4,Cork,Euro,41327
Second Hand House Prices,1985Q4,Galway,Euro,48275
Second Hand House Prices,1985Q4,Limerick,Euro,44681
Second Hand House Prices,1985Q4,Waterford,Euro,42364
Second Hand House Prices,1985Q4,Other areas,Euro,43082
Second Hand House Prices,1986Q1,National,Euro,45636
Second Hand House Prices,1986Q1,Dublin,Euro,48943
Second Hand House Prices,1986Q1,Cork,Euro,40333
Second Hand House Prices,1986Q1,Galway,Euro,51235
Second Hand House Prices,1986Q1,Limerick,Euro,42459
Second Hand House Prices,1986Q1,Waterford,Euro,39212
Second Hand House Prices,1986Q1,Other areas,Euro,43127
Second Hand House Prices,1986Q2,National,Euro,48131
Second Hand House Prices,1986Q2,Dublin,Euro,53535
Second Hand House Prices,1986Q2,Cork,Euro,42346
Second Hand House Prices,1986Q2,Galway,Euro,50392
Second Hand House Prices,1986Q2,Limerick,Euro,43174
Second Hand House Prices,1986Q2,Waterford,Euro,40708
Second Hand House Prices,1986Q2,Other areas,Euro,43619
Second Hand House Prices,1986Q3,National,Euro,47637
Second Hand House Prices,1986Q3,Dublin,Euro,51457
Second Hand House Prices,1986Q3,Cork,Euro,43755
Second Hand House Prices,1986Q3,Galway,Euro,49701
Second Hand House Prices,1986Q3,Limerick,Euro,46193
Second Hand House Prices,1986Q3,Waterford,Euro,37122
Second Hand House Prices,1986Q3,Other areas,Euro,44452
Second Hand House Prices,1986Q4,National,Euro,46622
Second Hand House Prices,1986Q4,Dublin,Euro,51313
Second Hand House Prices,1986Q4,Cork,Euro,43278
Second Hand House Prices,1986Q4,Galway,Euro,47778
Second Hand House Prices,1986Q4,Limerick,Euro,44283
Second Hand House Prices,1986Q4,Waterford,Euro,37426
Second Hand House Prices,1986Q4,Other areas,Euro,42671
Second Hand House Prices,1987Q1,National,Euro,45543
Second Hand House Prices,1987Q1,Dublin,Euro,48923
Second Hand House Prices,1987Q1,Cork,Euro,39725
Second Hand House Prices,1987Q1,Galway,Euro,46587
Second Hand House Prices,1987Q1,Limerick,Euro,44521
Second Hand House Prices,1987Q1,Waterford,Euro,41426
Second Hand House Prices,1987Q1,Other areas,Euro,42146
Second Hand House Prices,1987Q2,National,Euro,45255
Second Hand House Prices,1987Q2,Dublin,Euro,48625
Second Hand House Prices,1987Q2,Cork,Euro,41556
Second Hand House Prices,1987Q2,Galway,Euro,44829
Second Hand House Prices,1987Q2,Limerick,Euro,41588
Second Hand House Prices,1987Q2,Waterford,Euro,41073
Second Hand House Prices,1987Q2,Other areas,Euro,42859
Second Hand House Prices,1987Q3,National,Euro,47175
Second Hand House Prices,1987Q3,Dublin,Euro,49931
Second Hand House Prices,1987Q3,Cork,Euro,44742
Second Hand House Prices,1987Q3,Galway,Euro,47425
Second Hand House Prices,1987Q3,Limerick,Euro,42362
Second Hand House Prices,1987Q3,Waterford,Euro,48413
Second Hand House Prices,1987Q3,Other areas,Euro,45250
Second Hand House Prices,1987Q4,National,Euro,48179
Second Hand House Prices,1987Q4,Dublin,Euro,48816
Second Hand House Prices,1987Q4,Cork,Euro,47161
Second Hand House Prices,1987Q4,Galway,Euro,47331
Second Hand House Prices,1987Q4,Limerick,Euro,44814
Second Hand House Prices,1987Q4,Waterford,Euro,45140
Second Hand House Prices,1987Q4,Other areas,Euro,45181
Second Hand House Prices,1988Q1,National,Euro,48576
Second Hand House Prices,1988Q1,Dublin,Euro,50652
Second Hand House Prices,1988Q1,Cork,Euro,46739
Second Hand House Prices,1988Q1,Galway,Euro,47505
Second Hand House Prices,1988Q1,Limerick,Euro,45459
Second Hand House Prices,1988Q1,Waterford,Euro,44989
Second Hand House Prices,1988Q1,Other areas,Euro,47569
Second Hand House Prices,1988Q2,National,Euro,49333
Second Hand House Prices,1988Q2,Dublin,Euro,54027
Second Hand House Prices,1988Q2,Cork,Euro,45201
Second Hand House Prices,1988Q2,Galway,Euro,50525
Second Hand House Prices,1988Q2,Limerick,Euro,45336
Second Hand House Prices,1988Q2,Waterford,Euro,43984
Second Hand House Prices,1988Q2,Other areas,Euro,45920
Second Hand House Prices,1988Q3,National,Euro,52808
Second Hand House Prices,1988Q3,Dublin,Euro,55874
Second Hand House Prices,1988Q3,Cork,Euro,49120
Second Hand House Prices,1988Q3,Galway,Euro,52214
Second Hand House Prices,1988Q3,Limerick,Euro,44719
Second Hand House Prices,1988Q3,Waterford,Euro,43773
Second Hand House Prices,1988Q3,Other areas,Euro,48735
Second Hand House Prices,1988Q4,National,Euro,52055
Second Hand House Prices,1988Q4,Dublin,Euro,54650
Second Hand House Prices,1988Q4,Cork,Euro,51009
Second Hand House Prices,1988Q4,Galway,Euro,62476
Second Hand House Prices,1988Q4,Limerick,Euro,48913
Second Hand House Prices,1988Q4,Waterford,Euro,43341
Second Hand House Prices,1988Q4,Other areas,Euro,49045
Second Hand House Prices,1989Q1,National,Euro,51163
Second Hand House Prices,1989Q1,Dublin,Euro,55954
Second Hand House Prices,1989Q1,Cork,Euro,47194
Second Hand House Prices,1989Q1,Galway,Euro,54081
Second Hand House Prices,1989Q1,Limerick,Euro,49230
Second Hand House Prices,1989Q1,Waterford,Euro,49050
Second Hand House Prices,1989Q1,Other areas,Euro,46547
Second Hand House Prices,1989Q2,National,Euro,53978
Second Hand House Prices,1989Q2,Dublin,Euro,62347
Second Hand House Prices,1989Q2,Cork,Euro,50960
Second Hand House Prices,1989Q2,Galway,Euro,55435
Second Hand House Prices,1989Q2,Limerick,Euro,49813
Second Hand House Prices,1989Q2,Waterford,Euro,44427
Second Hand House Prices,1989Q2,Other areas,Euro,46903
Second Hand House Prices,1989Q3,National,Euro,54896
Second Hand House Prices,1989Q3,Dublin,Euro,64891
Second Hand House Prices,1989Q3,Cork,Euro,50175
Second Hand House Prices,1989Q3,Galway,Euro,58124
Second Hand House Prices,1989Q3,Limerick,Euro,50574
Second Hand House Prices,1989Q3,Waterford,Euro,44614
Second Hand House Prices,1989Q3,Other areas,Euro,46122
Second Hand House Prices,1989Q4,National,Euro,59034
Second Hand House Prices,1989Q4,Dublin,Euro,69466
Second Hand House Prices,1989Q4,Cork,Euro,56054
Second Hand House Prices,1989Q4,Galway,Euro,62098
Second Hand House Prices,1989Q4,Limerick,Euro,50963
Second Hand House Prices,1989Q4,Waterford,Euro,48750
Second Hand House Prices,1989Q4,Other areas,Euro,48567
Second Hand House Prices,1990Q1,National,Euro,60474
Second Hand House Prices,1990Q1,Dublin,Euro,71179
Second Hand House Prices,1990Q1,Cork,Euro,53886
Second Hand House Prices,1990Q1,Galway,Euro,68417
Second Hand House Prices,1990Q1,Limerick,Euro,52985
Second Hand House Prices,1990Q1,Waterford,Euro,48015
Second Hand House Prices,1990Q1,Other areas,Euro,51012
Second Hand House Prices,1990Q2,National,Euro,63333
Second Hand House Prices,1990Q2,Dublin,Euro,76817
Second Hand House Prices,1990Q2,Cork,Euro,52784
Second Hand House Prices,1990Q2,Galway,Euro,57772
Second Hand House Prices,1990Q2,Limerick,Euro,53446
Second Hand House Prices,1990Q2,Waterford,Euro,50235
Second Hand House Prices,1990Q2,Other areas,Euro,51098
Second Hand House Prices,1990Q3,National,Euro,62922
Second Hand House Prices,1990Q3,Dublin,Euro,76061
Second Hand House Prices,1990Q3,Cork,Euro,55241
Second Hand House Prices,1990Q3,Galway,Euro,59756
Second Hand House Prices,1990Q3,Limerick,Euro,55216
Second Hand House Prices,1990Q3,Waterford,Euro,48849
Second Hand House Prices,1990Q3,Other areas,Euro,53497
Second Hand House Prices,1990Q4,National,Euro,62640
Second Hand House Prices,1990Q4,Dublin,Euro,74798
Second Hand House Prices,1990Q4,Cork,Euro,57081
Second Hand House Prices,1990Q4,Galway,Euro,61002
Second Hand House Prices,1990Q4,Limerick,Euro,60857
Second Hand House Prices,1990Q4,Waterford,Euro,48616
Second Hand House Prices,1990Q4,Other areas,Euro,53189
Second Hand House Prices,1991Q1,National,Euro,63308
Second Hand House Prices,1991Q1,Dublin,Euro,73821
Second Hand House Prices,1991Q1,Cork,Euro,54933
Second Hand House Prices,1991Q1,Galway,Euro,62317
Second Hand House Prices,1991Q1,Limerick,Euro,57202
Second Hand House Prices,1991Q1,Waterford,Euro,49981
Second Hand House Prices,1991Q1,Other areas,Euro,54459
Second Hand House Prices,1991Q2,National,Euro,63171
Second Hand House Prices,1991Q2,Dublin,Euro,74763
Second Hand House Prices,1991Q2,Cork,Euro,57284
Second Hand House Prices,1991Q2,Galway,Euro,60942
Second Hand House Prices,1991Q2,Limerick,Euro,55401
Second Hand House Prices,1991Q2,Waterford,Euro,49002
Second Hand House Prices,1991Q2,Other areas,Euro,54071
Second Hand House Prices,1991Q3,National,Euro,64037
Second Hand House Prices,1991Q3,Dublin,Euro,76438
Second Hand House Prices,1991Q3,Cork,Euro,55800
Second Hand House Prices,1991Q3,Galway,Euro,60988
Second Hand House Prices,1991Q3,Limerick,Euro,52276
Second Hand House Prices,1991Q3,Waterford,Euro,43647
Second Hand House Prices,1991Q3,Other areas,Euro,53648
Second Hand House Prices,1991Q4,National,Euro,65901
Second Hand House Prices,1991Q4,Dublin,Euro,79073
Second Hand House Prices,1991Q4,Cork,Euro,59175
Second Hand House Prices,1991Q4,Galway,Euro,64524
Second Hand House Prices,1991Q4,Limerick,Euro,55776
Second Hand House Prices,1991Q4,Waterford,Euro,50405
Second Hand House Prices,1991Q4,Other areas,Euro,56183
Second Hand House Prices,1992Q1,National,Euro,65430
Second Hand House Prices,1992Q1,Dublin,Euro,76886
Second Hand House Prices,1992Q1,Cork,Euro,55898
Second Hand House Prices,1992Q1,Galway,Euro,60399
Second Hand House Prices,1992Q1,Limerick,Euro,53144
Second Hand House Prices,1992Q1,Waterford,Euro,54756
Second Hand House Prices,1992Q1,Other areas,Euro,56983
Second Hand House Prices,1992Q2,National,Euro,65675
Second Hand House Prices,1992Q2,Dublin,Euro,77507
Second Hand House Prices,1992Q2,Cork,Euro,57656
Second Hand House Prices,1992Q2,Galway,Euro,61515
Second Hand House Prices,1992Q2,Limerick,Euro,54336
Second Hand House Prices,1992Q2,Waterford,Euro,52921
Second Hand House Prices,1992Q2,Other areas,Euro,57109
Second Hand House Prices,1992Q3,National,Euro,64453
Second Hand House Prices,1992Q3,Dublin,Euro,76669
Second Hand House Prices,1992Q3,Cork,Euro,58124
Second Hand House Prices,1992Q3,Galway,Euro,64769
Second Hand House Prices,1992Q3,Limerick,Euro,53577
Second Hand House Prices,1992Q3,Waterford,Euro,52255
Second Hand House Prices,1992Q3,Other areas,Euro,55174
Second Hand House Prices,1992Q4,National,Euro,65720
Second Hand House Prices,1992Q4,Dublin,Euro,78858
Second Hand House Prices,1992Q4,Cork,Euro,56154
Second Hand House Prices,1992Q4,Galway,Euro,64858
Second Hand House Prices,1992Q4,Limerick,Euro,61797
Second Hand House Prices,1992Q4,Waterford,Euro,51639
Second Hand House Prices,1992Q4,Other areas,Euro,56723
Second Hand House Prices,1993Q1,National,Euro,65832
Second Hand House Prices,1993Q1,Dublin,Euro,76700
Second Hand House Prices,1993Q1,Cork,Euro,56559
Second Hand House Prices,1993Q1,Galway,Euro,67967
Second Hand House Prices,1993Q1,Limerick,Euro,58442
Second Hand House Prices,1993Q1,Waterford,Euro,49000
Second Hand House Prices,1993Q1,Other areas,Euro,57580
Second Hand House Prices,1993Q2,National,Euro,66815
Second Hand House Prices,1993Q2,Dublin,Euro,77222
Second Hand House Prices,1993Q2,Cork,Euro,57698
Second Hand House Prices,1993Q2,Galway,Euro,71259
Second Hand House Prices,1993Q2,Limerick,Euro,61610
Second Hand House Prices,1993Q2,Waterford,Euro,59108
Second Hand House Prices,1993Q2,Other areas,Euro,57556
Second Hand House Prices,1993Q3,National,Euro,65620
Second Hand House Prices,1993Q3,Dublin,Euro,76046
Second Hand House Prices,1993Q3,Cork,Euro,59143
Second Hand House Prices,1993Q3,Galway,Euro,70637
Second Hand House Prices,1993Q3,Limerick,Euro,60782
Second Hand House Prices,1993Q3,Waterford,Euro,58557
Second Hand House Prices,1993Q3,Other areas,Euro,57094
Second Hand House Prices,1993Q4,National,Euro,68398
Second Hand House Prices,1993Q4,Dublin,Euro,77280
Second Hand House Prices,1993Q4,Cork,Euro,63722
Second Hand House Prices,1993Q4,Galway,Euro,73332
Second Hand House Prices,1993Q4,Limerick,Euro,58165
Second Hand House Prices,1993Q4,Waterford,Euro,60474
Second Hand House Prices,1993Q4,Other areas,Euro,62037
Second Hand House Prices,1994Q1,National,Euro,70307
Second Hand House Prices,1994Q1,Dublin,Euro,84148
