Statistic Label,Quarter,Area,UNIT,VALUE
Second Hand House Prices,2012Q2,Galway,Euro,208801
Second Hand House Prices,2012Q2,Limerick,Euro,188148
Second Hand House Prices,2012Q2,Waterford,Euro,169572
Second Hand House Prices,2012Q2,Other areas,Euro,193010
Second Hand House Prices,2012Q3,National,Euro,251972
Second Hand House Prices,2012Q3,Dublin,Euro,326942
Second Hand House Prices,2012Q3,Cork,Euro,215124
Second Hand House Prices,2012Q3,Galway,Euro,199343
Second Hand House Prices,2012Q3,Limerick,Euro,216610
Second Hand House Prices,2012Q3,Waterford,Euro,164556
Second Hand House Prices,2012Q3,Other areas,Euro,183440
Second Hand House Prices,2012Q4,National,Euro,244350
Second Hand House Prices,2012Q4,Dublin,Euro,320728
Second Hand House Prices,2012Q4,Cork,Euro,213047
Second Hand House Prices,2012Q4,Galway,Euro,206518
Second Hand House Prices,2012Q4,Limerick,Euro,170767
Second Hand House Prices,2012Q4,Waterford,Euro,165025
Second Hand House Prices,2012Q4,Other areas,Euro,177225
Second Hand House Prices,2013Q1,National,Euro,245098
Second Hand House Prices,2013Q1,Dublin,Euro,330188
Second Hand House Prices,2013Q1,Cork,Euro,205994
Second Hand House Prices,2013Q1,Galway,Euro,194228
Second Hand House Prices,2013Q1,Limerick,Euro,181609
Second Hand House Prices,2013Q1,Waterford,Euro,149563
Second Hand House Prices,2013Q1,Other areas,Euro,175528
Second Hand House Prices,2013Q2,National,Euro,260030
Second Hand House Prices,2013Q2,Dublin,Euro,351998
Second Hand House Prices,2013Q2,Cork,Euro,215571
Second Hand House Prices,2013Q2,Galway,Euro,194086
Second Hand House Prices,2013Q2,Limerick,Euro,191655
Second Hand House Prices,2013Q2,Waterford,Euro,160679
Second Hand House Prices,2013Q2,Other areas,Euro,174939
Second Hand House Prices,2013Q3,National,Euro,257404
Second Hand House Prices,2013Q3,Dublin,Euro,356601
Second Hand House Prices,2013Q3,Cork,Euro,208662
Second Hand House Prices,2013Q3,Galway,Euro,199204
Second Hand House Prices,2013Q3,Limerick,Euro,171358
Second Hand House Prices,2013Q3,Waterford,Euro,178701
Second Hand House Prices,2013Q3,Other areas,Euro,174718
Second Hand House Prices,2013Q4,National,Euro,257462
Second Hand House Prices,2013Q4,Dublin,Euro,354866
Second Hand House Prices,2013Q4,Cork,Euro,211345
Second Hand House Prices,2013Q4,Galway,Euro,207021
Second Hand House Prices,2013Q4,Limerick,Euro,160123
Second Hand House Prices,2013Q4,Waterford,Euro,152473
Second Hand House Prices,2013Q4,Other areas,Euro,177027
Second Hand House Prices,2014Q1,National,Euro,253128
Second Hand House Prices,2014Q1,Dublin,Euro,348165
Second Hand House Prices,2014Q1,Cork,Euro,194817
Second Hand House Prices,2014Q1,Galway,Euro,198680
Second Hand House Prices,2014Q1,Limerick,Euro,161321
Second Hand House Prices,2014Q1,Waterford,Euro,177208
Second Hand House Prices,2014Q1,Other areas,Euro,179197
Second Hand House Prices,2014Q2,National,Euro,271000
Second Hand House Prices,2014Q2,Dublin,Euro,378460
Second Hand House Prices,2014Q2,Cork,Euro,205092
Second Hand House Prices,2014Q2,Galway,Euro,212927
Second Hand House Prices,2014Q2,Limerick,Euro,168340
Second Hand House Prices,2014Q2,Waterford,Euro,179780
Second Hand House Prices,2014Q2,Other areas,Euro,182980
Second Hand House Prices,2014Q3,National,Euro,264394
Second Hand House Prices,2014Q3,Dublin,Euro,344729
Second Hand House Prices,2014Q3,Cork,Euro,220526
Second Hand House Prices,2014Q3,Galway,Euro,196078
Second Hand House Prices,2014Q3,Limerick,Euro,183269
Second Hand House Prices,2014Q3,Waterford,Euro,147618
Second Hand House Prices,2014Q3,Other areas,Euro,186507
Second Hand House Prices,2014Q4,National,Euro,255958
Second Hand House Prices,2014Q4,Dublin,Euro,326229
Second Hand House Prices,2014Q4,Cork,Euro,215087
Second Hand House Prices,2014Q4,Galway,Euro,186371
Second Hand House Prices,2014Q4,Limerick,Euro,163709
Second Hand House Prices,2014Q4,Waterford,Euro,170758
Second Hand House Prices,2014Q4,Other areas,Euro,185771
Second Hand House Prices,2015Q1,National,Euro,259385
Second Hand House Prices,2015Q1,Dublin,Euro,323589
Second Hand House Prices,2015Q1,Cork,Euro,209089
Second Hand House Prices,2015Q1,Galway,Euro,199438
Second Hand House Prices,2015Q1,Limerick,Euro,178432
Second Hand House Prices,2015Q1,Waterford,Euro,170034
Second Hand House Prices,2015Q1,Other areas,Euro,195324
Second Hand House Prices,2015Q2,National,Euro,266787
Second Hand House Prices,2015Q2,Dublin,Euro,341514
Second Hand House Prices,2015Q2,Cork,Euro,221423
Second Hand House Prices,2015Q2,Galway,Euro,204304
Second Hand House Prices,2015Q2,Limerick,Euro,163017
Second Hand House Prices,2015Q2,Waterford,Euro,165594
Second Hand House Prices,2015Q2,Other areas,Euro,199605
Second Hand House Prices,2015Q3,National,Euro,267530
Second Hand House Prices,2015Q3,Dublin,Euro,335799
Second Hand House Prices,2015Q3,Cork,Euro,229636
Second Hand House Prices,2015Q3,Galway,Euro,198759
Second Hand House Prices,2015Q3,Limerick,Euro,176434
Second Hand House Prices,2015Q3,Waterford,Euro,167679
Second Hand House Prices,2015Q3,Other areas,Euro,204424
Second Hand House Prices,2015Q4,National,Euro,263616
Second Hand House Prices,2015Q4,Dublin,Euro,338804
Second Hand House Prices,2015Q4,Cork,Euro,224307
Second Hand House Prices,2015Q4,Galway,Euro,204821
Second Hand House Prices,2015Q4,Limerick,Euro,178914
Second Hand House Prices,2015Q4,Waterford,Euro,165712
Second Hand House Prices,2015Q4,Other areas,Euro,196355
Second Hand House Prices,2016Q1,National,Euro,264258
Second Hand House Prices,2016Q1,Dublin,Euro,335123
Second Hand House Prices,2016Q1,Cork,Euro,232152
Second Hand House Prices,2016Q1,Galway,Euro,197737
Second Hand House Prices,2016Q1,Limerick,Euro,190031
Second Hand House Prices,2016Q1,Waterford,Euro,173126
Second Hand House Prices,2016Q1,Other areas,Euro,188136
Second Hand House Prices,2016Q2,National,Euro,277452
Second Hand House Prices,2016Q2,Dublin,Euro,351110
Second Hand House Prices,2016Q2,Cork,Euro,239464
Second Hand House Prices,2016Q2,Galway,Euro,219360
Second Hand House Prices,2016Q2,Limerick,Euro,189552
Second Hand House Prices,2016Q2,Waterford,Euro,178275
Second Hand House Prices,2016Q2,Other areas,Euro,201825
Second Hand House Prices,2016Q3,National,Euro,276759
Second Hand House Prices,2016Q3,Dublin,Euro,352880
Second Hand House Prices,2016Q3,Cork,Euro,242116
Second Hand House Prices,2016Q3,Galway,Euro,218089
Second Hand House Prices,2016Q3,Limerick,Euro,195294
Second Hand House Prices,2016Q3,Waterford,Euro,183240
Second Hand House Prices,2016Q3,Other areas,Euro,204654
Second Hand House Prices,2016Q4,National,Euro,284348
Second Hand House Prices,2016Q4,Dublin,Euro,363891
Second Hand House Prices,2016Q4,Cork,Euro,247326
Second Hand House Prices,2016Q4,Galway,Euro,218284
Second Hand House Prices,2016Q4,Limerick,Euro,195324
Second Hand House Prices,2016Q4,Waterford,Euro,183151
Second Hand House Prices,2016Q4,Other areas,Euro,207253
